"","cities","day1","day2","day3","day4","day5","day6","day7","day8","day9","day10","day11","day12","day13","day14","day15","day16","day17","day18","day19","day20","day21","day22","day23","day24","day25","day26","day27","day28","day29","day30","day31","day32","day33","day34","day35","day36","day37","day38","day39","day40","day41","day42","day43","day44","day45","day46","day47","day48","day49","day50","day51","day52","day53","day54","day55","day56","day57","day58","day59","day60","day61","day62","day63","day64","day65","day66","day67","day68","day69","day70","day71","day72","day73","day74","day75","day76","day77","day78","day79","day80","day81","day82","day83","day84","day85","day86","day87","day88","day89","day90","day91","day92","day93","day94","day95","day96","day97","day98","day99","day100","day101","day102","day103","day104","day105","day106","day107","day108","day109","day110","day111","day112","day113","day114","day115","day116","day117","day118","day119","day120","day121","day122","day123","day124","Scenario"
"25","Jiaxing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4752844922765e-10,1.68598429037308e-09,4.5754263571616e-09,1.02127924900378e-08,1.97974151928951e-08,3.44455806602583e-08,5.56374725057582e-08,8.54173157076706e-08,1.2633365066968e-07,1.81215106322162e-07,2.54189581482574e-07,3.49862128380598e-07,4.75120469426525e-07,6.38235724806126e-07,8.51391517679478e-07,1.1289384844084e-06,1.49011842114837e-06,1.95832464993079e-06,2.5691710330945e-06,3.36442331496773e-06,4.39793964567376e-06,5.74517884838878e-06,7.50775262381738e-06,9.80356440852794e-06,1.28334759094401e-05,1.74298730692974e-05,2.44129608229498e-05,3.411237629497e-05,4.80020407608455e-05,6.7222660580154e-05,9.39638439051907e-05,0.00013275130982767,0.000185998195868847,0.000253031774701185,0.000339597677292402,0.0004424974473376,0.000568844837764139,0.000716740176630574,0.000893153549049208,0.00110774632717398,0.00136711033314101,0.00169165564771141,0.00206532582007723,0.00251190373053167,0.00305325512782402,0.00365873605179158,0.00431976363311065,0.00494853954602687,0.00554901740094985,0.00607511767812802,0.0065497509902719,0.00695318174010199,0.00726350489409749,0.00749083275958425,0.00765095237723455,0.00775496638564261,0.00779706219097543,0.00779853920175141,0.00775928838537302,0.00768528833287775,0.00757799511234341,0.00744175744493986,0.00728382911902586,0.00710203261262449,0.0068974710390315,0.00666937036334014,0.00641893419989963,0.00614624105002057,0.00585610340584075,0.00555114840888471,0.00523494743238547,0.00491267477868076,0.00458798548362286,0.00426129422080798,0.00393603014356151,0.00361436185634056,0.00329684151174759,0.00299051296530173,0.00269864124731272,0.00242260805453159,0.00216227889457162,0.00191842940548047,0.00169379272929722,0.00148912685730547,0.00130107588186715,0.00113318733198014,0.00098138332694404,"Lower"
"26","Jiaxing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4752844922765e-10,1.68598429037308e-09,4.5754263571616e-09,1.02127924900378e-08,1.97974151928951e-08,3.44455806602583e-08,5.56374725057582e-08,8.54173157076706e-08,1.2633365066968e-07,1.81215106322162e-07,2.54189581482574e-07,3.49862128380598e-07,4.75120469426525e-07,6.38235724806126e-07,8.51391517679478e-07,1.1289384844084e-06,1.49011842114837e-06,1.95832464993079e-06,2.5691710330945e-06,3.36442331496773e-06,4.39793964567376e-06,5.74517884838878e-06,7.50775262381738e-06,9.80356440852794e-06,1.28334759094401e-05,1.74298730692974e-05,2.44129608229498e-05,3.411237629497e-05,4.80020407608455e-05,6.7222660580154e-05,9.39638439051907e-05,0.00013275130982767,0.000185998195868847,0.000253031774701185,0.000339597677292402,0.0004424974473376,0.000568844837764139,0.000716740176630574,0.000893153549049208,0.00110774632717398,0.00136711033314101,0.00169165564771141,0.00206532582007723,0.00251190373053167,0.00305325512782402,0.00365873605179158,0.00431976363311065,0.00494853954602687,0.00554901740094985,0.00607511767812802,0.0065497509902719,0.00695318174010199,0.00726350489409749,0.00749083275958425,0.00765095237723455,0.00775496638564261,0.00779706219097543,0.00779853920175141,0.00775928838537302,0.00768528833287775,0.00757799511234341,0.00744175744493986,0.00728382911902586,0.00710203261262449,0.0068974710390315,0.00666937036334014,0.00641893419989963,0.00614624105002057,0.00585610340584075,0.00555114840888471,0.00523494743238547,0.00491267477868076,0.00458798548362286,0.00426129422080798,0.00393603014356151,0.00361436185634056,0.00329684151174759,0.00299051296530173,0.00269864124731272,0.00242260805453159,0.00216227889457162,0.00191842940548047,0.00169379272929722,0.00148912685730547,0.00130107588186715,0.00113318733198014,0.00098138332694404,"Lower"
"27","Hefei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63454172538071e-10,8.95662630457247e-10,2.14061058975877e-09,4.25947662753037e-09,7.42454130297699e-09,1.1843485165126e-08,1.78550773746916e-08,2.59484363058989e-08,3.67754423135189e-08,5.11713519564365e-08,7.0222912194492e-08,9.53516820493915e-08,1.2839353748854e-07,1.71836326639165e-07,2.28866683555032e-07,3.03683383717265e-07,4.01794238513855e-07,5.30604649518658e-07,6.99811477227942e-07,9.22142754812336e-07,1.21490533850737e-06,1.60139917464793e-06,2.1139620881124e-06,2.79801043197183e-06,3.71882731680905e-06,5.21296957606259e-06,7.70239141753979e-06,1.11660759498364e-05,1.562769286593e-05,2.18014292367462e-05,3.09428607292617e-05,4.46499216129451e-05,6.42826654738839e-05,8.7218835809381e-05,0.000117627966576353,0.000151086070788412,0.000194026874193051,0.000247953183733865,0.000321003275126793,0.000410834552733918,0.000528464517641802,0.000683223189947701,0.000857050179007618,0.00107264028064878,0.00135633991373927,0.00167192457428407,0.00197919574821462,0.00218059183680964,0.00233636297228003,0.00246980341047456,0.00259419716255074,0.00270626552127476,0.00280331412801327,0.00288051195261761,0.00293791138659052,0.00297422301781096,0.00298903858477787,0.00298597660491696,0.00296348611470882,0.00292669583896914,0.00287528049143143,0.00281124699745158,0.00273593413182917,0.00265157181281433,0.00255832977665398,0.00245708908970672,0.00234922453190892,0.00223725580830991,0.00212025913967623,0.00199960583875177,0.00187667450592193,0.00175254352331632,0.00162810853046,0.0015051762162187,0.001384024234176,0.00126575969204467,0.00115179686523556,0.00104248941171054,0.000938674791280437,0.000840700651179904,0.000749146728546103,0.000663985821198314,0.000585442686936575,0.000513519259294239,0.000448370877572641,0.000389352356715663,0.000336559675800531,"Intermediate"
"28","Beijing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91216900048472e-11,1.67373032507152e-10,4.02136987783671e-10,8.06836376258113e-10,1.42100183364508e-09,2.29340089011481e-09,3.49906835306517e-09,5.14277256765627e-09,7.36006326108239e-09,1.03275212991681e-08,1.42743441080173e-08,1.94857419404045e-08,2.63539264700751e-08,3.53944724776529e-08,4.7257332263002e-08,6.28406020329414e-08,8.32745995311178e-08,1.10085481281633e-07,1.45280573008269e-07,1.91547882586049e-07,2.52509159055022e-07,3.33122929738524e-07,4.40381304294952e-07,5.83865386848465e-07,7.7773971416417e-07,1.10949332373587e-06,1.64302709372722e-06,2.36647052070427e-06,3.56129491815251e-06,5.18264260958801e-06,7.43577447223598e-06,1.05981490239e-05,1.45220176791309e-05,1.92984803013917e-05,2.48040449224574e-05,3.12614738777567e-05,3.97454023882558e-05,4.99331255495515e-05,6.24036546253249e-05,7.75009757942404e-05,9.45608308641039e-05,0.000112791609188985,0.000132658391796894,0.000154236786448162,0.000178823070438201,0.000204313256702321,0.000229603128486314,0.00024945182730009,0.000266313445315233,0.000280877768539517,0.000293850249349634,0.000305265289481705,0.000314269459088927,0.000321097220726952,0.00032547583490509,0.000327396371875754,0.000327195018341854,0.000325087556242456,0.000321113335435302,0.000315503265091778,0.000308570524510422,0.000300591684765605,0.000291590873569364,0.000281642798223577,0.000270973834204099,0.000259620839056618,0.000247643625642963,0.000235197481108274,0.000222291828976899,0.000209124176401935,0.000195827820706638,0.00018240840319149,0.000169044425519203,0.000155860305507329,0.000142981802533884,0.000130470459597762,0.00011839535050024,0.000106900294962596,9.60048334695836e-05,8.5787070313653e-05,7.62405725025614e-05,6.74242295908301e-05,5.93043599600304e-05,5.19116802237632e-05,4.52369121193009e-05,3.92208562141771e-05,3.38520252253645e-05,"Intermediate"
"29","Chongqing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12364513044341e-11,1.74174951708187e-10,4.16087014413121e-10,8.27296056069769e-10,1.44105827222896e-09,2.29688166705772e-09,3.45942763496188e-09,5.02433987047308e-09,7.11459623562711e-09,9.89616972333149e-09,1.357613374827e-08,1.84287900736004e-08,2.48154520543633e-08,3.31975153650055e-08,4.4206173765712e-08,5.86471814952257e-08,7.7607892802384e-08,1.02489520715242e-07,1.35147781747559e-07,1.78101171491372e-07,2.34776970131762e-07,3.09730995622313e-07,4.09386591622008e-07,5.42975635776841e-07,7.23897788792421e-07,1.02212039561542e-06,1.52949115980312e-06,2.27260675974946e-06,3.24970355305796e-06,4.68919247845302e-06,6.82361444090674e-06,1.00179553819131e-05,1.50637999572854e-05,2.08775097932762e-05,2.81304254777559e-05,3.70158142625995e-05,4.78115559041806e-05,6.16654923020029e-05,8.07737202474956e-05,0.00010392527492341,0.000131965025431675,0.000168841318481784,0.000211914710596135,0.000264709336280455,0.000333421282827092,0.000404886785075777,0.000476477365086267,0.000526734925068,0.000562860435275118,0.000593409559775282,0.000622176335411589,0.000648041067792135,0.000670104660627834,0.000688379427702636,0.000701504788853585,0.000709444726162894,0.000712677613988364,0.000711358843790067,0.000705709320145077,0.00069633772523247,0.00068350266448979,0.000667877851740836,0.00064977914505761,0.000629395106958375,0.000607049190226913,0.00058272859549125,0.000557063712793463,0.000530047121955111,0.000502030592541973,0.000473092461523236,0.000443636454468953,0.000414023582805529,0.000384413927300904,0.000355055318641853,0.000326284730166195,0.000298428810999286,0.000271429626627329,0.000245551422007699,0.000220910936412379,0.000197697803994915,0.000176026984049345,0.000155962379923924,0.000137440886176238,0.000120559890971745,0.000105231526217745,9.14038845551342e-05,7.89887291836053e-05,"Intermediate"
"30","Fuzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32392482383146e-10,7.88600515796433e-10,1.87502044289878e-09,3.70182149464483e-09,6.38761870391958e-09,1.00771641075746e-08,1.50138341406275e-08,2.15736801520422e-08,3.02641131752814e-08,4.17530062769335e-08,5.68834168063877e-08,7.68154316234372e-08,1.02995867649284e-07,1.3731942443204e-07,1.82388647173545e-07,2.41535293560868e-07,3.19119318740676e-07,4.21066245104744e-07,5.54956904268804e-07,7.31364368289285e-07,9.6460262807765e-07,1.27445540150111e-06,1.68934869091576e-06,2.2497568989529e-06,3.01663950836891e-06,4.51051711280557e-06,6.92617167942317e-06,1.04340372601767e-05,1.47116052118654e-05,2.10086147422899e-05,3.01878391854904e-05,4.48208928664619e-05,6.58425706196772e-05,8.87686158202838e-05,0.000118888203669458,0.000154236140257487,0.000199617156805486,0.00025474951592089,0.000327247294592639,0.000422472581495139,0.000542088604042928,0.000691791647985458,0.000873781696463608,0.00108166491367418,0.00134293378461702,0.0016177665823827,0.00188485692520485,0.00204111583264117,0.00213489929358539,0.00220129297740177,0.0022598437911115,0.00231140030850401,0.00235401802431585,0.00238580288765002,0.00240698196689449,0.00241340714654168,0.0024073702332659,0.00238870697749039,0.00235694674515114,0.00231345341573688,0.00225940598445011,0.002195258409936,0.00212349585459083,0.00204379330948824,0.00195737088573481,0.0018659882191009,0.00176987503338921,0.00167015059673769,0.00156890607555853,0.00146593189732616,0.0013632556910041,0.00126090844814753,0.00116016216672811,0.00106237726009724,0.000968060771492682,0.000877496972157428,0.000791931313439647,0.000710679110727944,0.000634910927985758,0.000564381990958241,0.000499209804006919,0.000439518079945361,0.000385177815244367,0.000336033990676459,0.000291821623562519,0.000252226674811647,0.000217089601552861,"Intermediate"
"31","Guangzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53376485145626e-11,1.20559081215639e-10,2.90555739498388e-10,5.8579709994715e-10,1.03781989611412e-09,1.68584955004574e-09,2.58900122639295e-09,3.82716890080759e-09,5.50620259606273e-09,7.76012730074644e-09,1.07610134310848e-08,1.47316249201531e-08,1.99715948331891e-08,2.68629468250702e-08,3.59121071822484e-08,4.77835537342291e-08,6.33564939377717e-08,8.37936258213649e-08,1.10606000804644e-07,1.45854211821577e-07,1.92228430101476e-07,2.53399242598389e-07,3.34450872497796e-07,4.42329319353312e-07,5.86775453390659e-07,8.26505360453128e-07,1.19664568517653e-06,1.70541271489381e-06,2.43222554993716e-06,3.37832025909634e-06,4.70783790547758e-06,6.61846464927671e-06,9.23051063821151e-06,1.23059541931724e-05,1.60691329025302e-05,2.04718159150386e-05,2.60032078644231e-05,3.23583281309498e-05,4.00277791569214e-05,4.94935104522425e-05,6.10249753258575e-05,7.5136282397492e-05,9.2216955405646e-05,0.000112584912251105,0.0001392024238576,0.000169352720798284,0.000201502508263036,0.000230418410539578,0.000254292401971103,0.00027504169746956,0.000294857791151358,0.000313084484843104,0.000329224125521926,0.000342620027297763,0.000353016687125698,0.000360296040438769,0.000364595946361233,0.000366148515378268,0.000365209835059799,0.000362292067880308,0.000357456043795114,0.000351088408826654,0.00034338898964842,0.000334460003788126,0.000324483513868116,0.000313567593919644,0.000301767993916357,0.000289178139261314,0.000275974709003017,0.000262124296428072,0.000247819024292985,0.000233085163500421,0.00021811893415161,0.00020311823858134,0.000188098447205628,0.000173187760546681,0.000158607630084692,0.000144465280294165,0.00013087551908766,0.000117967805469655,0.000105710458368427,9.42179832700243e-05,8.35230139877091e-05,7.37006965739383e-05,6.46659214203759e-05,5.64667409287379e-05,4.90176121766672e-05,"Intermediate"
"32","Guangzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53376485145626e-11,1.20559081215639e-10,2.90555739498388e-10,5.8579709994715e-10,1.03781989611412e-09,1.68584955004574e-09,2.58900122639295e-09,3.82716890080759e-09,5.50620259606273e-09,7.76012730074644e-09,1.07610134310848e-08,1.47316249201531e-08,1.99715948331891e-08,2.68629468250702e-08,3.59121071822484e-08,4.77835537342291e-08,6.33564939377717e-08,8.37936258213649e-08,1.10606000804644e-07,1.45854211821577e-07,1.92228430101476e-07,2.53399242598389e-07,3.34450872497796e-07,4.42329319353312e-07,5.86775453390659e-07,8.26505360453128e-07,1.19664568517653e-06,1.70541271489381e-06,2.43222554993716e-06,3.37832025909634e-06,4.70783790547758e-06,6.61846464927671e-06,9.23051063821151e-06,1.23059541931724e-05,1.60691329025302e-05,2.04718159150386e-05,2.60032078644231e-05,3.23583281309498e-05,4.00277791569214e-05,4.94935104522425e-05,6.10249753258575e-05,7.5136282397492e-05,9.2216955405646e-05,0.000112584912251105,0.0001392024238576,0.000169352720798284,0.000201502508263036,0.000230418410539578,0.000254292401971103,0.00027504169746956,0.000294857791151358,0.000313084484843104,0.000329224125521926,0.000342620027297763,0.000353016687125698,0.000360296040438769,0.000364595946361233,0.000366148515378268,0.000365209835059799,0.000362292067880308,0.000357456043795114,0.000351088408826654,0.00034338898964842,0.000334460003788126,0.000324483513868116,0.000313567593919644,0.000301767993916357,0.000289178139261314,0.000275974709003017,0.000262124296428072,0.000247819024292985,0.000233085163500421,0.00021811893415161,0.00020311823858134,0.000188098447205628,0.000173187760546681,0.000158607630084692,0.000144465280294165,0.00013087551908766,0.000117967805469655,0.000105710458368427,9.42179832700243e-05,8.35230139877091e-05,7.37006965739383e-05,6.46659214203759e-05,5.64667409287379e-05,4.90176121766672e-05,"Intermediate"
"33","Guangzhou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53376485145626e-11,1.20559081215639e-10,2.90555739498388e-10,5.8579709994715e-10,1.03781989611412e-09,1.68584955004574e-09,2.58900122639295e-09,3.82716890080759e-09,5.50620259606273e-09,7.76012730074644e-09,1.07610134310848e-08,1.47316249201531e-08,1.99715948331891e-08,2.68629468250702e-08,3.59121071822484e-08,4.77835537342291e-08,6.33564939377717e-08,8.37936258213649e-08,1.10606000804644e-07,1.45854211821577e-07,1.92228430101476e-07,2.53399242598389e-07,3.34450872497796e-07,4.42329319353312e-07,5.86775453390659e-07,8.26505360453128e-07,1.19664568517653e-06,1.70541271489381e-06,2.43222554993716e-06,3.37832025909634e-06,4.70783790547758e-06,6.61846464927671e-06,9.23051063821151e-06,1.23059541931724e-05,1.60691329025302e-05,2.04718159150386e-05,2.60032078644231e-05,3.23583281309498e-05,4.00277791569214e-05,4.94935104522425e-05,6.10249753258575e-05,7.5136282397492e-05,9.2216955405646e-05,0.000112584912251105,0.0001392024238576,0.000169352720798284,0.000201502508263036,0.000230418410539578,0.000254292401971103,0.00027504169746956,0.000294857791151358,0.000313084484843104,0.000329224125521926,0.000342620027297763,0.000353016687125698,0.000360296040438769,0.000364595946361233,0.000366148515378268,0.000365209835059799,0.000362292067880308,0.000357456043795114,0.000351088408826654,0.00034338898964842,0.000334460003788126,0.000324483513868116,0.000313567593919644,0.000301767993916357,0.000289178139261314,0.000275974709003017,0.000262124296428072,0.000247819024292985,0.000233085163500421,0.00021811893415161,0.00020311823858134,0.000188098447205628,0.000173187760546681,0.000158607630084692,0.000144465280294165,0.00013087551908766,0.000117967805469655,0.000105710458368427,9.42179832700243e-05,8.35230139877091e-05,7.37006965739383e-05,6.46659214203759e-05,5.64667409287379e-05,4.90176121766672e-05,"Intermediate"
"34","Dongguan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89047612334616e-11,1.66845088148598e-10,4.02108223452525e-10,8.1070100893566e-10,1.43626801318942e-09,2.33309439609571e-09,3.58299128923954e-09,5.29652620255685e-09,7.6201879463639e-09,1.07394574550674e-08,1.48924677956543e-08,2.03875082124976e-08,2.76392492943057e-08,3.71763842737258e-08,4.96997706685147e-08,6.61289979523043e-08,8.76808259423125e-08,1.1596434499571e-07,1.53070741481569e-07,2.01851727657811e-07,2.66030306813475e-07,3.50686307010704e-07,4.6285592707413e-07,6.1215193027399e-07,8.12054979660028e-07,1.14382391048118e-06,1.65607146979498e-06,2.36016840769756e-06,3.36602504087343e-06,4.67535199953068e-06,6.51530869685177e-06,9.15947854514422e-06,1.27743621265188e-05,1.70305545746487e-05,2.22385229595328e-05,2.83315192556676e-05,3.59865674533954e-05,4.47815963336092e-05,5.53955643530799e-05,6.84954549331511e-05,8.44541720527633e-05,0.000103983205025796,0.000127621626660625,0.000155809412441848,0.000192646132044401,0.000234371972188927,0.000278864963255447,0.000318882490061217,0.000351922375275065,0.000380637906295654,0.000408061953192516,0.000433286384939947,0.000455622485585307,0.000474161449138139,0.000488549677780492,0.000498623778652345,0.000504574538855809,0.000506723182590415,0.000505424116614638,0.00050138613691746,0.000494693427777284,0.000485881079450654,0.000475225637666159,0.000462868564122494,0.000449061820380474,0.000433954973118025,0.000417625176284677,0.000400201723911631,0.000381929127081127,0.000362761153307109,0.000342963686651742,0.00032257308415281,0.00030186090030257,0.000281101017683397,0.00026031470784439,0.000239679391077847,0.000219501540287848,0.000199929546426943,0.000181122295379947,0.000163258949088009,0.000146295663228901,0.000130390905150918,0.000115589837701982,0.000101996457608177,8.9492979299458e-05,7.81459038400263e-05,6.78368459844307e-05,"Intermediate"
"35","Dongguan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89047612334616e-11,1.66845088148598e-10,4.02108223452525e-10,8.1070100893566e-10,1.43626801318942e-09,2.33309439609571e-09,3.58299128923954e-09,5.29652620255685e-09,7.6201879463639e-09,1.07394574550674e-08,1.48924677956543e-08,2.03875082124976e-08,2.76392492943057e-08,3.71763842737258e-08,4.96997706685147e-08,6.61289979523043e-08,8.76808259423125e-08,1.1596434499571e-07,1.53070741481569e-07,2.01851727657811e-07,2.66030306813475e-07,3.50686307010704e-07,4.6285592707413e-07,6.1215193027399e-07,8.12054979660028e-07,1.14382391048118e-06,1.65607146979498e-06,2.36016840769756e-06,3.36602504087343e-06,4.67535199953068e-06,6.51530869685177e-06,9.15947854514422e-06,1.27743621265188e-05,1.70305545746487e-05,2.22385229595328e-05,2.83315192556676e-05,3.59865674533954e-05,4.47815963336092e-05,5.53955643530799e-05,6.84954549331511e-05,8.44541720527633e-05,0.000103983205025796,0.000127621626660625,0.000155809412441848,0.000192646132044401,0.000234371972188927,0.000278864963255447,0.000318882490061217,0.000351922375275065,0.000380637906295654,0.000408061953192516,0.000433286384939947,0.000455622485585307,0.000474161449138139,0.000488549677780492,0.000498623778652345,0.000504574538855809,0.000506723182590415,0.000505424116614638,0.00050138613691746,0.000494693427777284,0.000485881079450654,0.000475225637666159,0.000462868564122494,0.000449061820380474,0.000433954973118025,0.000417625176284677,0.000400201723911631,0.000381929127081127,0.000362761153307109,0.000342963686651742,0.00032257308415281,0.00030186090030257,0.000281101017683397,0.00026031470784439,0.000239679391077847,0.000219501540287848,0.000199929546426943,0.000181122295379947,0.000163258949088009,0.000146295663228901,0.000130390905150918,0.000115589837701982,0.000101996457608177,8.9492979299458e-05,7.81459038400263e-05,6.78368459844307e-05,"Intermediate"
"36","Dongguan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89047612334616e-11,1.66845088148598e-10,4.02108223452525e-10,8.1070100893566e-10,1.43626801318942e-09,2.33309439609571e-09,3.58299128923954e-09,5.29652620255685e-09,7.6201879463639e-09,1.07394574550674e-08,1.48924677956543e-08,2.03875082124976e-08,2.76392492943057e-08,3.71763842737258e-08,4.96997706685147e-08,6.61289979523043e-08,8.76808259423125e-08,1.1596434499571e-07,1.53070741481569e-07,2.01851727657811e-07,2.66030306813475e-07,3.50686307010704e-07,4.6285592707413e-07,6.1215193027399e-07,8.12054979660028e-07,1.14382391048118e-06,1.65607146979498e-06,2.36016840769756e-06,3.36602504087343e-06,4.67535199953068e-06,6.51530869685177e-06,9.15947854514422e-06,1.27743621265188e-05,1.70305545746487e-05,2.22385229595328e-05,2.83315192556676e-05,3.59865674533954e-05,4.47815963336092e-05,5.53955643530799e-05,6.84954549331511e-05,8.44541720527633e-05,0.000103983205025796,0.000127621626660625,0.000155809412441848,0.000192646132044401,0.000234371972188927,0.000278864963255447,0.000318882490061217,0.000351922375275065,0.000380637906295654,0.000408061953192516,0.000433286384939947,0.000455622485585307,0.000474161449138139,0.000488549677780492,0.000498623778652345,0.000504574538855809,0.000506723182590415,0.000505424116614638,0.00050138613691746,0.000494693427777284,0.000485881079450654,0.000475225637666159,0.000462868564122494,0.000449061820380474,0.000433954973118025,0.000417625176284677,0.000400201723911631,0.000381929127081127,0.000362761153307109,0.000342963686651742,0.00032257308415281,0.00030186090030257,0.000281101017683397,0.00026031470784439,0.000239679391077847,0.000219501540287848,0.000199929546426943,0.000181122295379947,0.000163258949088009,0.000146295663228901,0.000130390905150918,0.000115589837701982,0.000101996457608177,8.9492979299458e-05,7.81459038400263e-05,6.78368459844307e-05,"Intermediate"
"37","Shenzhen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7770196893481e-11,1.28858043084994e-10,3.10556812654429e-10,6.26121791763141e-10,1.10926061761152e-09,1.80189888446521e-09,2.76722108541058e-09,4.0906208818207e-09,5.88523472644144e-09,8.29431352646126e-09,1.15017725612945e-08,1.57457102321281e-08,2.1346385535968e-08,2.8712119605352e-08,3.83841997458983e-08,5.10728446480617e-08,6.77177840377275e-08,8.95617529385798e-08,1.18219819473e-07,1.55894422232827e-07,2.05460916576423e-07,2.7084256276011e-07,3.57473568175667e-07,4.72778076244919e-07,6.27167492417997e-07,8.8339975946525e-07,1.2790195454637e-06,1.82280872479787e-06,2.59965339438542e-06,3.61087471065656e-06,5.03191276463129e-06,7.07406189839452e-06,9.86591408562306e-06,1.31530628770258e-05,1.71752886552698e-05,2.18810404874411e-05,2.77931985343234e-05,3.45857881331912e-05,4.27831834747765e-05,5.29005101728937e-05,6.52257699752602e-05,8.03084613518628e-05,9.85649218043822e-05,0.000120334953844117,0.000148784743132658,0.000181010505165954,0.000215373397256152,0.000246279792227158,0.0002717972048142,0.000293974825830912,0.000315155005935786,0.000334636376043667,0.000351887026040311,0.000366205065550795,0.000377317403389964,0.00038509784774462,0.000389693747589171,0.000391353191268338,0.000390349894729408,0.000387231276329735,0.000382062353394635,0.00037525638761552,0.000367026961194927,0.000357483328039387,0.000346820083470939,0.000335152741045555,0.000322540888414648,0.00030908438213395,0.000294972063360965,0.000280168225754282,0.000264878217282598,0.000249130117266635,0.000233133653069969,0.000217100350090152,0.000201046636801168,0.000185109538703275,0.000169525751399064,0.000154409880406556,0.000139884636705251,0.0001260883909082,0.000112987281104181,0.000100703695027953,8.92725129164354e-05,7.87740536735826e-05,6.91173489752563e-05,6.03537590208557e-05,5.23918523440531e-05,"Intermediate"
"38","Shenzhen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7770196893481e-11,1.28858043084994e-10,3.10556812654429e-10,6.26121791763141e-10,1.10926061761152e-09,1.80189888446521e-09,2.76722108541058e-09,4.0906208818207e-09,5.88523472644144e-09,8.29431352646126e-09,1.15017725612945e-08,1.57457102321281e-08,2.1346385535968e-08,2.8712119605352e-08,3.83841997458983e-08,5.10728446480617e-08,6.77177840377275e-08,8.95617529385798e-08,1.18219819473e-07,1.55894422232827e-07,2.05460916576423e-07,2.7084256276011e-07,3.57473568175667e-07,4.72778076244919e-07,6.27167492417997e-07,8.8339975946525e-07,1.2790195454637e-06,1.82280872479787e-06,2.59965339438542e-06,3.61087471065656e-06,5.03191276463129e-06,7.07406189839452e-06,9.86591408562306e-06,1.31530628770258e-05,1.71752886552698e-05,2.18810404874411e-05,2.77931985343234e-05,3.45857881331912e-05,4.27831834747765e-05,5.29005101728937e-05,6.52257699752602e-05,8.03084613518628e-05,9.85649218043822e-05,0.000120334953844117,0.000148784743132658,0.000181010505165954,0.000215373397256152,0.000246279792227158,0.0002717972048142,0.000293974825830912,0.000315155005935786,0.000334636376043667,0.000351887026040311,0.000366205065550795,0.000377317403389964,0.00038509784774462,0.000389693747589171,0.000391353191268338,0.000390349894729408,0.000387231276329735,0.000382062353394635,0.00037525638761552,0.000367026961194927,0.000357483328039387,0.000346820083470939,0.000335152741045555,0.000322540888414648,0.00030908438213395,0.000294972063360965,0.000280168225754282,0.000264878217282598,0.000249130117266635,0.000233133653069969,0.000217100350090152,0.000201046636801168,0.000185109538703275,0.000169525751399064,0.000154409880406556,0.000139884636705251,0.0001260883909082,0.000112987281104181,0.000100703695027953,8.92725129164354e-05,7.87740536735826e-05,6.91173489752563e-05,6.03537590208557e-05,5.23918523440531e-05,"Intermediate"
